country,industry,specialization,job_count,salary_median_eur,risk_score,risk_label,sentiment_score,top_skills
Japan,Healthcare & Biotech,Generative AI,54,58146,2.96,Low Risk,5.9,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Japan,Healthcare & Biotech,MLOps,58,57201,2.96,Low Risk,5.9,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Japan,Healthcare & Biotech,Machine Learning,162,58955,2.96,Low Risk,5.9,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Japan,Healthcare & Biotech,NLP,38,58281,2.96,Low Risk,5.9,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Japan,Logistics & Supply Chain,Computer Vision,38,59495,7.36,High Risk,4.9,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Japan,Logistics & Supply Chain,Data Science,15,58820,7.36,High Risk,4.9,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Japan,Logistics & Supply Chain,Deep Learning,14,58146,7.36,High Risk,4.9,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Japan,Logistics & Supply Chain,Generative AI,59,59900,7.36,High Risk,4.9,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Japan,Logistics & Supply Chain,MLOps,58,60169,7.36,High Risk,4.9,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Japan,Logistics & Supply Chain,Machine Learning,133,58011,7.36,High Risk,4.9,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Japan,Logistics & Supply Chain,NLP,45,57741,7.36,High Risk,4.9,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Japan,Retail & E-commerce,Computer Vision,28,57201,5.14,Medium Risk,6.48,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Japan,Retail & E-commerce,Data Science,14,55448,5.14,Medium Risk,6.48,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Japan,Retail & E-commerce,Deep Learning,11,59360,5.14,Medium Risk,6.48,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Japan,Retail & E-commerce,Generative AI,61,58281,5.14,Medium Risk,6.48,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Japan,Retail & E-commerce,MLOps,48,56932,5.14,Medium Risk,6.48,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Japan,Retail & E-commerce,Machine Learning,138,58820,5.14,Medium Risk,6.48,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Japan,Retail & E-commerce,NLP,42,59630,5.14,Medium Risk,6.48,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Japan,Technology,Computer Vision,32,59630,4.78,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Japan,Technology,Data Science,24,57606,4.78,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Japan,Technology,Deep Learning,26,70557,4.78,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Japan,Technology,Generative AI,51,59360,4.78,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Japan,Technology,MLOps,55,59630,4.78,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Japan,Technology,Machine Learning,124,59090,4.78,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Japan,Technology,NLP,40,60169,4.78,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Netherlands,Automotive & Robotics,Computer Vision,34,109250,5.56,Medium Risk,5.3,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Netherlands,Automotive & Robotics,Data Science,16,106750,5.56,Medium Risk,5.3,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Netherlands,Automotive & Robotics,Deep Learning,22,106500,5.56,Medium Risk,5.3,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Netherlands,Automotive & Robotics,Generative AI,46,107250,5.56,Medium Risk,5.3,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Netherlands,Automotive & Robotics,MLOps,50,105750,5.56,Medium Risk,5.3,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Netherlands,Automotive & Robotics,Machine Learning,139,108500,5.56,Medium Risk,5.3,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Netherlands,Automotive & Robotics,NLP,36,107250,5.56,Medium Risk,5.3,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Netherlands,Cybersecurity,Computer Vision,41,106500,5.1,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Netherlands,Cybersecurity,Data Science,17,107000,5.1,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Netherlands,Cybersecurity,Deep Learning,21,111000,5.1,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Netherlands,Cybersecurity,Generative AI,61,110000,5.1,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Netherlands,Cybersecurity,MLOps,61,106500,5.1,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Netherlands,Cybersecurity,Machine Learning,130,109000,5.1,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Netherlands,Cybersecurity,NLP,40,110000,5.1,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Netherlands,Education & EdTech,Computer Vision,35,109000,1.69,Low Risk,6.1,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Netherlands,Education & EdTech,Data Science,10,112000,1.69,Low Risk,6.1,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Netherlands,Education & EdTech,Deep Learning,19,108500,1.69,Low Risk,6.1,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Netherlands,Education & EdTech,Generative AI,65,106500,1.69,Low Risk,6.1,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Netherlands,Education & EdTech,MLOps,68,107250,1.69,Low Risk,6.1,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Netherlands,Education & EdTech,Machine Learning,140,107000,1.69,Low Risk,6.1,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Netherlands,Education & EdTech,NLP,42,106000,1.69,Low Risk,6.1,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Netherlands,Energy & Utilities,Computer Vision,28,111250,3.77,Low Risk,5.1,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Netherlands,Energy & Utilities,Data Science,33,109500,3.77,Low Risk,5.1,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Netherlands,Energy & Utilities,Deep Learning,22,104250,3.77,Low Risk,5.1,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Netherlands,Energy & Utilities,Generative AI,56,107500,3.77,Low Risk,5.1,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Netherlands,Energy & Utilities,MLOps,47,104000,3.77,Low Risk,5.1,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Netherlands,Energy & Utilities,Machine Learning,135,107000,3.77,Low Risk,5.1,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Netherlands,Energy & Utilities,NLP,45,108500,3.77,Low Risk,5.1,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Netherlands,Entertainment & Media,Computer Vision,53,105000,4.75,Medium Risk,6.54,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Netherlands,Entertainment & Media,Data Science,23,114500,4.75,Medium Risk,6.54,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Netherlands,Entertainment & Media,Deep Learning,19,108500,4.75,Medium Risk,6.54,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Netherlands,Entertainment & Media,Generative AI,56,106250,4.75,Medium Risk,6.54,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Netherlands,Entertainment & Media,MLOps,63,110000,4.75,Medium Risk,6.54,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Netherlands,Entertainment & Media,Machine Learning,163,108000,4.75,Medium Risk,6.54,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Netherlands,Entertainment & Media,NLP,24,110000,4.75,Medium Risk,6.54,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Netherlands,Finance & Banking,Computer Vision,31,107500,4.88,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Netherlands,Finance & Banking,Data Science,22,128000,4.88,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Netherlands,Finance & Banking,Deep Learning,13,100500,4.88,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Netherlands,Finance & Banking,Generative AI,69,107500,4.88,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Netherlands,Finance & Banking,MLOps,46,110000,4.88,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Netherlands,Finance & Banking,Machine Learning,132,109750,4.88,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Netherlands,Finance & Banking,NLP,40,105750,4.88,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Netherlands,Healthcare & Biotech,Computer Vision,43,104000,2.96,Low Risk,5.9,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Netherlands,Healthcare & Biotech,Data Science,13,112000,2.96,Low Risk,5.9,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Netherlands,Healthcare & Biotech,Deep Learning,14,128000,2.96,Low Risk,5.9,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Netherlands,Healthcare & Biotech,Generative AI,58,106750,2.96,Low Risk,5.9,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Netherlands,Healthcare & Biotech,MLOps,57,105500,2.96,Low Risk,5.9,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Netherlands,Healthcare & Biotech,Machine Learning,145,108000,2.96,Low Risk,5.9,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Netherlands,Healthcare & Biotech,NLP,45,107000,2.96,Low Risk,5.9,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Netherlands,Logistics & Supply Chain,Computer Vision,37,112000,7.36,High Risk,4.9,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Netherlands,Logistics & Supply Chain,Data Science,21,111500,7.36,High Risk,4.9,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Netherlands,Logistics & Supply Chain,Deep Learning,14,103750,7.36,High Risk,4.9,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Netherlands,Logistics & Supply Chain,Generative AI,52,107500,7.36,High Risk,4.9,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Netherlands,Logistics & Supply Chain,MLOps,58,109000,7.36,High Risk,4.9,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Netherlands,Logistics & Supply Chain,Machine Learning,140,108000,7.36,High Risk,4.9,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Netherlands,Logistics & Supply Chain,NLP,43,106000,7.36,High Risk,4.9,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Netherlands,Retail & E-commerce,Computer Vision,36,107500,5.14,Medium Risk,6.48,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Netherlands,Retail & E-commerce,Data Science,24,108250,5.14,Medium Risk,6.48,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Netherlands,Retail & E-commerce,Deep Learning,24,105750,5.14,Medium Risk,6.48,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Netherlands,Retail & E-commerce,Generative AI,47,113000,5.14,Medium Risk,6.48,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Netherlands,Retail & E-commerce,MLOps,51,105500,5.14,Medium Risk,6.48,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Netherlands,Retail & E-commerce,Machine Learning,129,107000,5.14,Medium Risk,6.48,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Netherlands,Retail & E-commerce,NLP,36,108500,5.14,Medium Risk,6.48,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Netherlands,Technology,Computer Vision,31,108000,4.78,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Netherlands,Technology,Data Science,8,102250,4.78,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Netherlands,Technology,Deep Learning,28,111500,4.78,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Netherlands,Technology,Generative AI,38,109000,4.78,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Netherlands,Technology,MLOps,61,110000,4.78,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Netherlands,Technology,Machine Learning,131,107500,4.78,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Netherlands,Technology,NLP,37,107500,4.78,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Singapore,Automotive & Robotics,Computer Vision,39,71791,5.56,Medium Risk,5.3,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Singapore,Automotive & Robotics,Data Science,18,71961,5.56,Medium Risk,5.3,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Singapore,Automotive & Robotics,Deep Learning,16,74501,5.56,Medium Risk,5.3,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Singapore,Automotive & Robotics,Generative AI,54,73485,5.56,Medium Risk,5.3,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Singapore,Automotive & Robotics,MLOps,56,74670,5.56,Medium Risk,5.3,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Singapore,Automotive & Robotics,Machine Learning,144,72977,5.56,Medium Risk,5.3,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Singapore,Automotive & Robotics,NLP,42,73993,5.56,Medium Risk,5.3,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Singapore,Cybersecurity,Computer Vision,26,77548,5.1,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Singapore,Cybersecurity,Data Science,15,74501,5.1,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Singapore,Cybersecurity,Deep Learning,14,70098,5.1,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Singapore,Cybersecurity,Generative AI,56,72977,5.1,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Singapore,Cybersecurity,MLOps,59,73485,5.1,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Singapore,Cybersecurity,Machine Learning,128,73146,5.1,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Singapore,Cybersecurity,NLP,46,72807,5.1,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Singapore,Education & EdTech,Computer Vision,36,75178,1.69,Low Risk,6.1,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Singapore,Education & EdTech,Data Science,30,72130,1.69,Low Risk,6.1,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Singapore,Education & EdTech,Deep Learning,20,72807,1.69,Low Risk,6.1,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Singapore,Education & EdTech,Generative AI,66,71114,1.69,Low Risk,6.1,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Singapore,Education & EdTech,MLOps,59,72807,1.69,Low Risk,6.1,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Singapore,Education & EdTech,Machine Learning,137,72807,1.69,Low Risk,6.1,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Singapore,Education & EdTech,NLP,45,72469,1.69,Low Risk,6.1,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Singapore,Energy & Utilities,Computer Vision,40,73146,3.77,Low Risk,5.1,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Singapore,Energy & Utilities,Data Science,14,72977,3.77,Low Risk,5.1,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Singapore,Energy & Utilities,Deep Learning,15,75178,3.77,Low Risk,5.1,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Singapore,Energy & Utilities,Generative AI,59,71453,3.77,Low Risk,5.1,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Singapore,Energy & Utilities,MLOps,71,73485,3.77,Low Risk,5.1,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Singapore,Energy & Utilities,Machine Learning,115,73146,3.77,Low Risk,5.1,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Singapore,Energy & Utilities,NLP,44,73485,3.77,Low Risk,5.1,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Singapore,Entertainment & Media,Computer Vision,45,72469,4.75,Medium Risk,6.54,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Singapore,Entertainment & Media,Data Science,18,71961,4.75,Medium Risk,6.54,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Singapore,Entertainment & Media,Deep Learning,14,70606,4.75,Medium Risk,6.54,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Singapore,Entertainment & Media,Generative AI,59,71453,4.75,Medium Risk,6.54,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Singapore,Entertainment & Media,MLOps,55,72807,4.75,Medium Risk,6.54,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Singapore,Entertainment & Media,Machine Learning,126,71791,4.75,Medium Risk,6.54,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Singapore,Entertainment & Media,NLP,28,75516,4.75,Medium Risk,6.54,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Singapore,Finance & Banking,Computer Vision,40,73315,4.88,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Singapore,Finance & Banking,Data Science,22,73993,4.88,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Singapore,Finance & Banking,Deep Learning,24,76363,4.88,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Singapore,Finance & Banking,Generative AI,51,74501,4.88,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Singapore,Finance & Banking,MLOps,63,73823,4.88,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Singapore,Finance & Banking,Machine Learning,147,73146,4.88,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Singapore,Finance & Banking,NLP,33,74162,4.88,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Singapore,Healthcare & Biotech,Computer Vision,38,72130,2.96,Low Risk,5.9,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Singapore,Healthcare & Biotech,Data Science,15,76194,2.96,Low Risk,5.9,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Singapore,Healthcare & Biotech,Deep Learning,18,87199,2.96,Low Risk,5.9,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Singapore,Healthcare & Biotech,Generative AI,70,72807,2.96,Low Risk,5.9,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Singapore,Healthcare & Biotech,MLOps,57,74839,2.96,Low Risk,5.9,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Singapore,Healthcare & Biotech,Machine Learning,144,73993,2.96,Low Risk,5.9,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Singapore,Healthcare & Biotech,NLP,39,76194,2.96,Low Risk,5.9,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Singapore,Logistics & Supply Chain,Computer Vision,39,72469,7.36,High Risk,4.9,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Singapore,Logistics & Supply Chain,Data Science,23,71791,7.36,High Risk,4.9,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Singapore,Logistics & Supply Chain,Deep Learning,13,71114,7.36,High Risk,4.9,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Singapore,Logistics & Supply Chain,Generative AI,57,72130,7.36,High Risk,4.9,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Singapore,Logistics & Supply Chain,MLOps,55,71114,7.36,High Risk,4.9,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Singapore,Logistics & Supply Chain,Machine Learning,129,73823,7.36,High Risk,4.9,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Singapore,Logistics & Supply Chain,NLP,33,75516,7.36,High Risk,4.9,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Singapore,Retail & E-commerce,Computer Vision,40,73993,5.14,Medium Risk,6.48,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
