ID,Company,Date,Year,Month_Name,Quarter,Industry,Country,Company_Size,Employees_Laid_Off,Pct_Workforce_Laid_Off,Reason,Market_Condition,AI_Automation_Impact_Score,AI_Replacement_Risk_Score,AI_Adoption_Level_Score,Open_Roles,Hiring_Trend,Top_Hiring_Role,Remote_Jobs_Pct,Stock_Growth_Pct,Revenue_Growth_Pct,Salary_Budget_Change_Pct,Employee_Sentiment_Score,Job_Security_Score
11604,SAP,2026-11-01,2026,November,4,Gaming,Singapore,Startup,3440,16.6,Overhiring Correction,Stable,5.8,7.6,5.8,571,Hiring Freeze,Frontend Developer,52.5,70.1,-18.9,-11.5,5.4,4.8
11605,SAP,2026-11-01,2026,November,4,Cybersecurity,USA,Mid-size,874,2.3,Market Slowdown,Bull Market,2.5,3.2,2.4,3372,Hiring Freeze,Frontend Developer,80.0,9.9,18.3,2.8,6.3,7.4
11606,SAP,2026-11-01,2026,November,4,Cybersecurity,Canada,Enterprise,1567,8.2,Cost Cutting,Bull Market,10.8,8.4,9.3,4865,Aggressive Hiring,Cybersecurity Analyst,50.8,-17.7,-24.0,-3.3,5.5,4.5
11607,SAP,2026-11-01,2026,November,4,Social Media,Germany,Mid-size,310,4.1,Overhiring Correction,Bull Market,11.2,9.7,9.6,2611,Moderate Hiring,Data Scientist,58.0,-9.1,-20.7,-7.3,6.6,5.7
11608,SAP,2026-11-01,2026,November,4,FinTech,Singapore,Enterprise,252,6.3,AI Automation,Bull Market,10.6,8.6,7.5,2775,Moderate Hiring,Cloud Engineer,51.8,18.0,33.6,17.1,9.1,5.7
11609,SAP,2026-11-01,2026,November,4,AI,Canada,Big Tech,571,1.6,AI Automation,Bull Market,1.4,3.2,2.0,2848,Hiring Freeze,ML Engineer,13.7,86.0,26.1,17.2,6.5,8.8
11610,SAP,2026-11-01,2026,November,4,FinTech,Singapore,Big Tech,4713,4.6,Cost Cutting,Stable,10.1,10.0,9.4,1877,Moderate Hiring,ML Engineer,77.1,82.3,53.0,23.3,6.7,7.0
11611,Salesforce,2026-11-01,2026,November,4,Cybersecurity,UK,Startup,2203,8.6,Overhiring Correction,Bull Market,10.1,8.5,8.3,2581,Moderate Hiring,Product Manager,14.6,81.4,-21.7,-14.7,5.5,5.7
11612,Salesforce,2026-11-01,2026,November,4,E-Commerce,UK,Startup,302,8.1,Market Slowdown,Bull Market,4.8,5.8,3.6,846,Hiring Freeze,Frontend Developer,10.2,46.9,-14.7,-14.2,5.6,5.9
11613,Salesforce,2026-11-01,2026,November,4,Cybersecurity,Singapore,Big Tech,753,0.4,AI Automation,Bull Market,11.6,10.0,9.5,3683,Aggressive Hiring,Cloud Engineer,60.4,76.3,13.1,0.8,6.1,5.5
11614,Salesforce,2026-11-01,2026,November,4,Gaming,India,Big Tech,5845,6.9,Restructuring,Stable,6.8,5.7,4.4,5714,Hiring Freeze,Cloud Engineer,58.1,71.1,39.7,10.3,7.6,7.3
11615,Salesforce,2026-11-01,2026,November,4,E-Commerce,Singapore,Big Tech,2529,2.0,AI Automation,Stable,4.1,6.7,5.9,5927,Moderate Hiring,Data Scientist,51.8,7.2,14.8,11.0,9.0,7.1
11616,Salesforce,2026-11-01,2026,November,4,AI,Singapore,Startup,4529,17.3,Overhiring Correction,Stable,5.8,8.0,3.9,8950,Moderate Hiring,ML Engineer,84.9,82.3,29.6,3.5,6.9,5.7
11617,Salesforce,2026-11-01,2026,November,4,Cloud,Singapore,Mid-size,5954,15.8,AI Automation,Stable,7.0,7.4,4.1,270,Hiring Freeze,ML Engineer,49.7,55.1,48.8,21.5,7.0,7.2
11618,Salesforce,2026-11-01,2026,November,4,FinTech,Germany,Big Tech,983,7.2,Cost Cutting,Bull Market,15.2,10.0,9.7,5909,Aggressive Hiring,Cloud Engineer,60.5,43.2,45.5,22.8,5.8,5.9
11619,Salesforce,2026-11-01,2026,November,4,AI,UK,Startup,914,0.6,Restructuring,Bull Market,5.8,3.6,3.6,5798,Aggressive Hiring,ML Engineer,41.0,-5.0,-23.5,-7.8,8.1,6.8
11620,Salesforce,2026-11-01,2026,November,4,Cloud,Singapore,Enterprise,1663,0.9,Cost Cutting,Bull Market,4.9,7.2,6.9,1693,Moderate Hiring,DevOps Engineer,42.3,26.7,54.9,16.1,9.3,7.4
11621,Salesforce,2026-11-01,2026,November,4,Gaming,UK,Mid-size,6843,26.2,Cost Cutting,Recession,7.8,9.8,6.1,319,Downsizing,Product Manager,54.0,2.3,7.4,-8.9,6.9,3.3
11622,Salesforce,2026-11-01,2026,November,4,Social Media,UK,Big Tech,13277,17.0,Overhiring Correction,Recession,2.8,9.9,4.7,733,Hiring Freeze,DevOps Engineer,32.9,69.3,58.0,15.0,5.6,6.8
11623,Spotify,2026-11-01,2026,November,4,Cloud,USA,Startup,644,4.7,Overhiring Correction,Stable,4.5,7.9,3.5,854,Hiring Freeze,Cloud Engineer,69.1,7.3,-1.0,-4.0,8.5,6.2
11624,Spotify,2026-11-01,2026,November,4,Cloud,USA,Startup,5854,12.6,AI Automation,Recession,12.6,8.8,9.2,1578,Hiring Freeze,DevOps Engineer,59.9,9.1,58.8,30.8,7.5,7.2
11625,Spotify,2026-11-01,2026,November,4,Cybersecurity,Canada,Big Tech,481,7.4,Overhiring Correction,Bull Market,8.3,9.4,7.0,4432,Moderate Hiring,Product Manager,29.6,-43.3,-6.5,-10.0,7.3,5.7
11626,Spotify,2026-11-01,2026,November,4,AI,Germany,Big Tech,17639,13.4,Cost Cutting,Recession,2.3,7.8,3.5,3634,Hiring Freeze,Data Scientist,15.3,21.0,20.6,12.6,5.9,5.1
11627,Spotify,2026-11-01,2026,November,4,Gaming,Canada,Mid-size,4244,12.8,Overhiring Correction,Stable,8.9,10.0,9.7,2422,Moderate Hiring,Cloud Engineer,11.6,-15.1,31.4,12.3,5.2,5.6
11628,Spotify,2026-11-01,2026,November,4,Social Media,Germany,Startup,3967,9.2,Restructuring,Stable,2.9,5.5,1.8,5280,Hiring Freeze,DevOps Engineer,88.9,73.1,1.2,-2.1,7.3,6.8
11629,Spotify,2026-11-01,2026,November,4,FinTech,India,Enterprise,7735,23.9,Cost Cutting,Recession,12.2,10.0,7.7,788,Hiring Freeze,Frontend Developer,22.4,62.6,-21.0,-2.0,5.2,2.6
11630,Spotify,2026-11-01,2026,November,4,AI,Canada,Mid-size,2286,14.9,Restructuring,Stable,15.6,9.5,9.5,3411,Moderate Hiring,Data Scientist,23.1,45.8,-20.3,-6.2,4.8,3.1
11631,Spotify,2026-11-01,2026,November,4,Cloud,UK,Enterprise,5216,30.9,Cost Cutting,Recession,4.1,10.0,5.1,1450,Hiring Freeze,DevOps Engineer,78.9,-16.0,11.2,0.0,5.5,2.9
11632,Spotify,2026-11-01,2026,November,4,AI,USA,Big Tech,2104,17.2,Restructuring,Stable,13.8,9.9,8.2,3061,Hiring Freeze,ML Engineer,43.6,-20.5,-21.6,-4.4,4.9,3.4
11633,Spotify,2026-11-01,2026,November,4,Gaming,Singapore,Big Tech,4601,17.8,AI Automation,Stable,3.2,6.5,3.0,4601,Hiring Freeze,Cloud Engineer,16.4,10.1,25.3,10.1,7.6,5.9
11634,Spotify,2026-11-01,2026,November,4,Social Media,UK,Mid-size,908,17.0,AI Automation,Stable,1.7,4.5,1.3,4288,Hiring Freeze,Data Scientist,48.3,76.1,27.3,5.2,6.5,6.9
11635,Spotify,2026-11-01,2026,November,4,AI,UK,Enterprise,1666,7.5,Cost Cutting,Bull Market,11.8,6.2,8.4,1059,Moderate Hiring,Data Scientist,53.8,40.0,-20.1,-9.7,7.2,6.0
11636,Spotify,2026-11-01,2026,November,4,Cybersecurity,Singapore,Big Tech,4140,1.6,Overhiring Correction,Stable,6.5,10.0,9.9,2631,Aggressive Hiring,Cybersecurity Analyst,42.0,-8.1,47.9,25.1,9.0,7.9
11637,Spotify,2026-11-01,2026,November,4,Cybersecurity,UK,Enterprise,2224,9.6,AI Automation,Stable,5.3,9.5,6.6,3305,Hiring Freeze,Cloud Engineer,79.2,18.8,56.9,20.7,8.5,6.4
11638,Spotify,2026-11-01,2026,November,4,Cloud,Canada,Mid-size,6518,11.6,Restructuring,Recession,2.6,5.9,3.4,1224,Hiring Freeze,Data Scientist,81.7,86.6,26.8,11.9,5.1,5.8
11639,Spotify,2026-11-01,2026,November,4,Cybersecurity,Germany,Big Tech,89,3.3,Restructuring,Bull Market,10.1,9.1,7.9,1774,Moderate Hiring,DevOps Engineer,17.6,-25.0,-12.0,-7.9,7.2,5.1
11640,Stripe,2026-11-01,2026,November,4,Cybersecurity,USA,Enterprise,3358,3.4,Overhiring Correction,Stable,9.5,5.1,7.7,1866,Moderate Hiring,DevOps Engineer,24.6,-6.4,53.8,33.7,8.6,7.5
11641,Stripe,2026-11-01,2026,November,4,Gaming,India,Enterprise,4650,39.7,Restructuring,Recession,6.0,10.0,6.7,441,Downsizing,Product Manager,43.1,48.6,59.2,10.7,5.6,3.5
11642,Stripe,2026-11-01,2026,November,4,Social Media,Singapore,Enterprise,4171,21.7,AI Automation,Recession,11.0,8.1,7.1,1468,Hiring Freeze,Data Scientist,38.6,55.3,-23.1,-3.0,3.9,2.9
11643,Stripe,2026-11-01,2026,November,4,Gaming,UK,Mid-size,611,4.9,Cost Cutting,Bull Market,8.4,10.0,7.7,3011,Moderate Hiring,Cybersecurity Analyst,84.8,64.2,7.3,12.1,5.9,5.3
11644,Stripe,2026-11-01,2026,November,4,Gaming,UK,Enterprise,5550,4.3,Cost Cutting,Stable,9.7,8.6,7.1,2260,Hiring Freeze,Software Engineer,68.1,63.3,20.3,8.2,7.4,6.7
11645,Stripe,2026-11-01,2026,November,4,E-Commerce,UK,Mid-size,9863,27.0,Market Slowdown,Recession,6.8,10.0,7.9,1271,Hiring Freeze,Cybersecurity Analyst,53.5,72.0,26.4,4.3,6.2,4.6
11646,Stripe,2026-11-01,2026,November,4,AI,UK,Big Tech,382,5.5,Overhiring Correction,Bull Market,6.6,4.2,6.5,2106,Moderate Hiring,ML Engineer,39.9,30.3,-22.4,-3.7,4.7,5.6
11647,Stripe,2026-11-01,2026,November,4,Gaming,USA,Enterprise,559,3.5,Restructuring,Bull Market,5.7,10.0,7.8,412,Moderate Hiring,Product Manager,43.9,36.2,20.8,17.2,7.3,5.8
11648,Stripe,2026-11-01,2026,November,4,Gaming,Canada,Startup,2361,0.7,Market Slowdown,Bull Market,6.2,9.1,9.9,1430,Moderate Hiring,Frontend Developer,18.0,17.5,27.1,23.7,8.6,7.6
11649,Stripe,2026-11-01,2026,November,4,Social Media,UK,Big Tech,1406,18.1,Restructuring,Recession,5.0,10.0,7.6,1180,Hiring Freeze,DevOps Engineer,43.4,24.5,59.5,18.8,5.9,6.3
11650,Stripe,2026-11-01,2026,November,4,E-Commerce,USA,Enterprise,4332,23.5,Market Slowdown,Recession,3.8,5.9,2.3,1617,Hiring Freeze,Software Engineer,25.3,-39.2,7.9,-6.0,6.6,4.7
11651,Stripe,2026-11-01,2026,November,4,Cloud,Singapore,Startup,9703,25.0,Market Slowdown,Recession,6.5,6.0,4.0,813,Hiring Freeze,Data Scientist,83.9,46.6,36.1,16.2,7.7,5.7
11652,Stripe,2026-11-01,2026,November,4,Cloud,Germany,Enterprise,18233,39.8,AI Automation,Recession,4.8,10.0,6.1,235,Downsizing,Product Manager,51.2,-44.9,35.2,5.3,6.3,3.1
11653,Stripe,2026-11-01,2026,November,4,Gaming,Germany,Enterprise,3864,14.5,Market Slowdown,Stable,5.1,5.9,5.2,5376,Moderate Hiring,Software Engineer,16.4,84.0,9.6,1.2,5.6,6.2
11654,Stripe,2026-11-01,2026,November,4,Gaming,Singapore,Enterprise,1142,2.6,Restructuring,Bull Market,1.3,2.2,1.3,5886,Hiring Freeze,Data Scientist,33.8,73.2,24.1,-0.4,7.5,7.2
11655,Stripe,2026-11-01,2026,November,4,E-Commerce,Germany,Mid-size,909,6.9,Cost Cutting,Bull Market,6.0,5.6,6.6,1566,Hiring Freeze,Cybersecurity Analyst,44.1,-19.3,58.7,33.3,7.2,7.1
11656,Stripe,2026-11-01,2026,November,4,Cybersecurity,USA,Big Tech,7823,29.6,Cost Cutting,Recession,2.8,8.7,1.8,1178,Downsizing,Software Engineer,22.3,-25.1,5.8,1.7,5.6,4.0
11657,Stripe,2026-11-01,2026,November,4,Social Media,USA,Big Tech,4484,9.2,Restructuring,Recession,6.8,5.8,4.8,930,Hiring Freeze,Product Manager,53.5,58.1,46.7,9.9,7.4,7.5
11658,Stripe,2026-11-01,2026,November,4,Gaming,USA,Mid-size,3403,10.9,Overhiring Correction,Stable,4.1,6.3,2.9,2199,Hiring Freeze,DevOps Engineer,22.7,34.7,25.4,8.7,7.5,7.3
11659,Uber,2026-11-01,2026,November,4,Cybersecurity,UK,Mid-size,4456,10.3,AI Automation,Recession,0.9,4.6,1.4,326,Hiring Freeze,Data Scientist,41.0,88.9,57.5,29.5,9.0,7.5
11660,Uber,2026-11-01,2026,November,4,Social Media,UK,Startup,1825,15.1,Overhiring Correction,Stable,3.6,3.1,2.5,232,Hiring Freeze,Software Engineer,84.8,68.7,0.8,-4.4,5.7,5.2
11661,Uber,2026-11-01,2026,November,4,AI,India,Startup,16856,34.7,AI Automation,Recession,9.1,10.0,6.0,7468,Moderate Hiring,Data Scientist,13.1,24.2,8.9,-3.9,5.2,1.8
11662,Uber,2026-11-01,2026,November,4,Cybersecurity,USA,Startup,14309,12.7,Market Slowdown,Recession,8.1,10.0,7.0,947,Hiring Freeze,Cybersecurity Analyst,67.2,-14.3,-16.3,-2.3,4.2,3.4
11663,Uber,2026-11-01,2026,November,4,AI,USA,Startup,5808,15.0,Cost Cutting,Stable,7.4,5.5,6.0,1260,Hiring Freeze,ML Engineer,46.1,17.2,45.9,20.0,5.4,7.7
11664,Uber,2026-11-01,2026,November,4,Cloud,UK,Mid-size,1142,0.2,Market Slowdown,Bull Market,14.1,10.0,9.9,3581,Aggressive Hiring,Frontend Developer,66.6,31.1,39.2,27.8,8.1,7.4
11665,Uber,2026-11-01,2026,November,4,AI,Canada,Big Tech,5738,16.7,Cost Cutting,Stable,6.1,10.0,4.7,9397,Moderate Hiring,ML Engineer,43.7,-7.1,49.1,24.9,7.7,6.3
11666,Uber,2026-11-01,2026,November,4,Social Media,USA,Startup,4192,12.9,AI Automation,Stable,5.0,7.3,6.5,3714,Moderate Hiring,Product Manager,86.8,87.3,-16.9,-8.5,5.2,4.5
11667,Uber,2026-11-01,2026,November,4,Cloud,Germany,Enterprise,414,1.5,AI Automation,Bull Market,7.8,8.4,5.0,3575,Moderate Hiring,Frontend Developer,20.1,-7.0,-22.2,-7.3,7.7,5.2
11668,Uber,2026-11-01,2026,November,4,Cloud,India,Startup,1714,37.7,Restructuring,Recession,11.9,10.0,7.7,1097,Downsizing,Frontend Developer,45.0,82.9,35.0,8.6,5.3,3.7
11669,Uber,2026-11-01,2026,November,4,FinTech,USA,Startup,2458,7.4,Overhiring Correction,Bull Market,9.8,10.0,8.1,597,Moderate Hiring,ML Engineer,21.0,39.4,34.8,9.0,8.0,5.9
11670,Uber,2026-11-01,2026,November,4,Cloud,USA,Startup,4922,25.8,AI Automation,Recession,7.6,10.0,7.0,1343,Hiring Freeze,Product Manager,38.3,74.4,-1.4,1.1,3.3,3.4
11671,Uber,2026-11-01,2026,November,4,AI,Germany,Big Tech,3069,7.8,Cost Cutting,Stable,6.1,5.2,3.7,5490,Moderate Hiring,Data Scientist,57.2,78.2,17.3,6.6,5.1,6.3
11672,Uber,2026-11-01,2026,November,4,E-Commerce,UK,Startup,710,7.2,AI Automation,Bull Market,7.1,4.2,5.0,5697,Moderate Hiring,DevOps Engineer,51.3,36.4,29.9,9.9,7.9,7.1
11673,Adobe,2026-12-01,2026,December,4,Social Media,USA,Enterprise,1410,1.0,Restructuring,Bull Market,5.8,9.3,8.8,5940,Aggressive Hiring,Product Manager,42.3,11.8,56.7,28.8,9.9,7.0
11674,Adobe,2026-12-01,2026,December,4,Social Media,Singapore,Enterprise,1419,0.3,Overhiring Correction,Bull Market,7.1,3.7,4.7,1366,Moderate Hiring,ML Engineer,43.6,14.0,-18.6,3.8,8.1,7.0
11675,Adobe,2026-12-01,2026,December,4,Cybersecurity,India,Startup,4526,1.6,Cost Cutting,Stable,6.1,7.1,9.8,3111,Moderate Hiring,Data Scientist,77.6,-1.0,-4.9,10.6,6.7,6.6
11676,Adobe,2026-12-01,2026,December,4,E-Commerce,UK,Enterprise,1633,7.5,Overhiring Correction,Bull Market,4.3,9.0,5.5,775,Moderate Hiring,Software Engineer,16.7,-8.7,-4.3,-5.3,6.6,5.4
11677,Adobe,2026-12-01,2026,December,4,Gaming,Singapore,Big Tech,16533,17.9,AI Automation,Recession,4.2,4.2,3.0,590,Hiring Freeze,Cloud Engineer,53.2,-1.9,-13.3,-18.8,5.0,5.8
11678,Adobe,2026-12-01,2026,December,4,Gaming,Germany,Startup,6346,1.1,Restructuring,Stable,5.9,6.7,5.6,1198,Moderate Hiring,Frontend Developer,26.4,87.3,-8.4,1.8,7.0,6.4
11679,Adobe,2026-12-01,2026,December,4,AI,Germany,Startup,1825,2.4,Restructuring,Stable,5.3,3.1,3.9,7355,Aggressive Hiring,Data Scientist,32.0,27.5,3.6,-6.8,7.1,6.4
11680,Adobe,2026-12-01,2026,December,4,Cloud,Singapore,Enterprise,389,1.8,Overhiring Correction,Stable,7.0,8.6,9.5,3776,Moderate Hiring,Cloud Engineer,80.4,-9.3,-12.7,-8.8,5.7,6.7
11681,Adobe,2026-12-01,2026,December,4,Social Media,Singapore,Mid-size,532,7.0,AI Automation,Bull Market,8.2,10.0,7.6,2395,Moderate Hiring,Cloud Engineer,52.0,-13.8,-18.7,-1.4,5.0,4.5
11682,Adobe,2026-12-01,2026,December,4,Cybersecurity,India,Big Tech,1321,33.7,Cost Cutting,Recession,4.5,10.0,4.1,456,Downsizing,Data Scientist,44.1,-43.8,-15.4,-6.7,3.4,1.8
11683,Adobe,2026-12-01,2026,December,4,FinTech,Singapore,Mid-size,14447,34.1,Market Slowdown,Recession,12.0,10.0,9.4,1514,Hiring Freeze,Frontend Developer,17.2,31.1,45.2,12.0,5.4,4.8
11684,Adobe,2026-12-01,2026,December,4,Cybersecurity,USA,Big Tech,401,0.7,Market Slowdown,Bull Market,5.3,9.9,7.8,2257,Moderate Hiring,Frontend Developer,26.3,80.7,-13.0,3.8,8.5,6.5
11685,Adobe,2026-12-01,2026,December,4,Social Media,UK,Big Tech,15332,33.7,AI Automation,Recession,2.8,9.7,2.3,1580,Downsizing,DevOps Engineer,78.9,61.8,11.6,-0.5,5.0,3.8
11686,Adobe,2026-12-01,2026,December,4,Cybersecurity,Germany,Startup,13299,39.4,Overhiring Correction,Recession,10.3,10.0,7.1,1607,Downsizing,ML Engineer,64.9,45.1,-15.3,-18.6,4.6,2.5
11687,Airbnb,2026-12-01,2026,December,4,AI,Singapore,Mid-size,1006,15.0,Cost Cutting,Stable,1.2,3.6,1.2,4356,Hiring Freeze,ML Engineer,85.5,70.3,19.8,10.5,5.6,7.1
11688,Airbnb,2026-12-01,2026,December,4,Gaming,Germany,Enterprise,10967,13.5,Market Slowdown,Recession,14.4,10.0,9.4,430,Hiring Freeze,DevOps Engineer,42.2,49.2,29.2,8.7,5.2,5.4
11689,Airbnb,2026-12-01,2026,December,4,Cloud,USA,Startup,451,6.8,Overhiring Correction,Bull Market,4.1,3.6,2.7,3527,Hiring Freeze,Frontend Developer,85.4,-38.4,-0.3,-2.8,6.9,7.2
11690,Airbnb,2026-12-01,2026,December,4,E-Commerce,UK,Enterprise,193,0.0,Market Slowdown,Bull Market,5.1,4.3,3.6,2362,Moderate Hiring,Cybersecurity Analyst,25.9,46.3,15.1,16.2,7.0,7.1
11691,Airbnb,2026-12-01,2026,December,4,Gaming,India,Startup,1800,8.6,Restructuring,Bull Market,3.7,4.9,5.6,4028,Moderate Hiring,Data Scientist,24.2,3.2,44.4,18.2,6.9,7.1
11692,Airbnb,2026-12-01,2026,December,4,Gaming,Canada,Startup,955,0.7,Market Slowdown,Bull Market,2.3,2.3,1.8,407,Hiring Freeze,DevOps Engineer,79.6,88.6,-22.8,-1.8,7.4,6.1
11693,Airbnb,2026-12-01,2026,December,4,E-Commerce,Germany,Big Tech,1911,2.0,AI Automation,Bull Market,7.1,3.9,6.9,5080,Moderate Hiring,Cybersecurity Analyst,71.4,-21.7,35.7,13.3,8.3,7.9
11694,Airbnb,2026-12-01,2026,December,4,Cloud,Germany,Startup,1458,7.4,AI Automation,Bull Market,1.1,3.9,1.2,2802,Moderate Hiring,Cloud Engineer,21.1,-28.1,-20.0,-7.4,5.7,6.3
11695,Airbnb,2026-12-01,2026,December,4,Cloud,UK,Big Tech,2198,6.0,Restructuring,Stable,8.7,8.5,9.6,5191,Aggressive Hiring,Cloud Engineer,79.7,-26.4,45.7,27.1,8.0,7.3
11696,Airbnb,2026-12-01,2026,December,4,E-Commerce,USA,Enterprise,228,11.4,AI Automation,Stable,8.1,10.0,7.6,1475,Hiring Freeze,Frontend Developer,60.1,29.8,-24.7,-10.9,4.0,5.1
11697,Airbnb,2026-12-01,2026,December,4,Cloud,India,Enterprise,19331,27.0,Restructuring,Recession,9.3,9.9,7.7,502,Hiring Freeze,Data Scientist,38.5,80.8,-5.9,-11.5,5.4,2.4
11698,Airbnb,2026-12-01,2026,December,4,AI,UK,Mid-size,1110,1.4,AI Automation,Bull Market,8.1,10.0,9.7,9656,Aggressive Hiring,Data Scientist,17.4,43.5,59.9,38.2,8.5,7.1
11699,Airbnb,2026-12-01,2026,December,4,Gaming,India,Big Tech,12168,23.0,Restructuring,Recession,1.3,3.3,1.1,72,Downsizing,Cybersecurity Analyst,75.8,68.1,-8.4,-12.8,5.5,4.5
11700,Amazon,2026-12-01,2026,December,4,E-Commerce,USA,Mid-size,2121,9.7,Restructuring,Bull Market,2.9,6.0,2.2,919,Hiring Freeze,Cybersecurity Analyst,65.7,66.2,-7.7,-5.5,7.2,5.0
11701,Amazon,2026-12-01,2026,December,4,Cybersecurity,USA,Big Tech,4187,10.7,AI Automation,Stable,9.9,10.0,9.9,1122,Moderate Hiring,Cloud Engineer,14.5,68.8,8.9,5.7,6.0,4.8
11702,Amazon,2026-12-01,2026,December,4,Gaming,Germany,Mid-size,8504,36.7,Cost Cutting,Recession,2.4,10.0,3.9,1715,Downsizing,ML Engineer,43.7,-29.1,35.2,2.0,3.5,3.2
11703,Amazon,2026-12-01,2026,December,4,Gaming,USA,Big Tech,2832,7.0,Cost Cutting,Stable,8.5,10.0,6.3,3398,Moderate Hiring,Cloud Engineer,16.4,32.1,-22.3,0.2,3.9,4.7
11704,Amazon,2026-12-01,2026,December,4,Social Media,UK,Enterprise,13022,23.6,Restructuring,Recession,4.1,8.0,4.8,1257,Hiring Freeze,Software Engineer,77.1,29.6,49.9,23.7,7.9,4.7
11705,Amazon,2026-12-01,2026,December,4,Cloud,USA,Enterprise,3503,8.6,Overhiring Correction,Stable,7.8,5.8,4.9,5663,Hiring Freeze,Data Scientist,74.1,46.8,38.3,14.7,6.1,7.4
11706,Amazon,2026-12-01,2026,December,4,Gaming,Singapore,Big Tech,9622,24.3,Restructuring,Recession,8.0,10.0,7.1,1921,Hiring Freeze,Data Scientist,30.1,1.6,4.8,-8.2,5.2,3.9
11707,Amazon,2026-12-01,2026,December,4,Gaming,UK,Mid-size,3221,9.1,AI Automation,Recession,6.8,5.6,4.2,1722,Hiring Freeze,ML Engineer,19.4,21.3,13.8,10.5,5.1,6.7
11708,Amazon,2026-12-01,2026,December,4,FinTech,Germany,Enterprise,1664,7.2,AI Automation,Stable,13.3,10.0,8.1,1419,Hiring Freeze,Frontend Developer,66.4,0.0,-14.9,-1.5,5.5,4.0
11709,Amazon,2026-12-01,2026,December,4,Cloud,USA,Startup,6055,14.9,Cost Cutting,Stable,4.5,8.0,5.4,3984,Hiring Freeze,DevOps Engineer,45.5,-35.6,-12.5,-1.4,4.4,3.7
11710,Amazon,2026-12-01,2026,December,4,Social Media,Singapore,Big Tech,1770,6.7,AI Automation,Bull Market,6.9,8.3,5.9,5375,Moderate Hiring,Cybersecurity Analyst,31.3,68.9,48.4,24.8,9.6,7.4
11711,Amazon,2026-12-01,2026,December,4,Cybersecurity,Singapore,Enterprise,486,4.6,Cost Cutting,Bull Market,1.2,3.9,1.0,5191,Moderate Hiring,Cybersecurity Analyst,30.6,70.8,-24.0,-14.7,6.8,5.6
11712,Amazon,2026-12-01,2026,December,4,Gaming,India,Big Tech,4842,5.7,AI Automation,Stable,6.6,3.2,5.7,5748,Aggressive Hiring,Software Engineer,56.3,78.9,-0.3,8.3,8.4,6.4
11713,Amazon,2026-12-01,2026,December,4,Cloud,UK,Enterprise,7162,8.0,Cost Cutting,Recession,12.9,10.0,8.2,1123,Hiring Freeze,Product Manager,56.1,45.5,27.9,15.0,7.3,6.4
11714,Amazon,2026-12-01,2026,December,4,AI,Canada,Startup,17023,26.1,Cost Cutting,Recession,11.9,10.0,9.3,8403,Moderate Hiring,ML Engineer,45.7,-17.7,8.6,1.3,6.1,4.2
11715,Amazon,2026-12-01,2026,December,4,Cybersecurity,India,Enterprise,2221,26.0,Overhiring Correction,Recession,8.5,10.0,7.5,1643,Downsizing,Data Scientist,24.1,60.4,55.2,13.5,8.1,5.0
11716,Amazon,2026-12-01,2026,December,4,Social Media,Canada,Startup,10637,23.4,Restructuring,Recession,4.6,8.9,4.9,1621,Downsizing,Product Manager,14.3,-13.3,-4.1,-15.1,6.9,3.7
11717,Amazon,2026-12-01,2026,December,4,Gaming,Singapore,Big Tech,6670,8.1,Overhiring Correction,Stable,10.4,6.3,8.5,4253,Moderate Hiring,Product Manager,49.8,54.7,30.0,19.3,6.1,6.9
11718,Anthropic,2026-12-01,2026,December,4,E-Commerce,UK,Big Tech,1307,8.0,Restructuring,Bull Market,8.7,7.0,5.6,4861,Moderate Hiring,DevOps Engineer,63.0,64.6,55.4,18.8,9.5,6.7
11719,Anthropic,2026-12-01,2026,December,4,Social Media,UK,Big Tech,1027,3.7,Market Slowdown,Bull Market,2.0,1.0,1.6,366,Hiring Freeze,Cybersecurity Analyst,54.2,-16.1,15.0,4.9,7.6,7.4
11720,Anthropic,2026-12-01,2026,December,4,E-Commerce,Germany,Enterprise,2028,9.3,Cost Cutting,Bull Market,9.9,9.3,6.4,1229,Hiring Freeze,Frontend Developer,42.1,16.0,54.9,28.0,6.4,7.6
11721,Anthropic,2026-12-01,2026,December,4,Cloud,Canada,Big Tech,1358,0.4,Overhiring Correction,Bull Market,5.2,4.4,7.4,4776,Aggressive Hiring,Frontend Developer,71.5,63.1,-2.3,9.6,6.7,6.5
11722,Anthropic,2026-12-01,2026,December,4,FinTech,Singapore,Mid-size,197,16.3,Overhiring Correction,Stable,15.4,10.0,9.1,5904,Moderate Hiring,Cybersecurity Analyst,83.5,-38.5,49.1,22.5,6.4,5.2
11723,Anthropic,2026-12-01,2026,December,4,Social Media,India,Enterprise,1862,2.3,AI Automation,Bull Market,7.2,9.8,7.3,1015,Moderate Hiring,DevOps Engineer,28.2,-6.8,-4.1,1.3,5.0,5.5
11724,Anthropic,2026-12-01,2026,December,4,Cybersecurity,India,Enterprise,13486,28.3,AI Automation,Recession,1.4,7.7,1.3,679,Downsizing,Cybersecurity Analyst,50.8,-7.3,2.5,3.1,6.7,4.5
11725,Anthropic,2026-12-01,2026,December,4,Gaming,UK,Startup,2011,4.3,Overhiring Correction,Bull Market,6.4,10.0,8.8,1731,Moderate Hiring,Data Scientist,54.5,28.7,-18.1,1.5,8.1,4.2
